Title,Image Link,Ingredients
Uncle Tobys Cheerios Low Sugar Vanilla Cereal 450g,https://assets.woolworths.com.au/images/1005/387324.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Cereals (67%)   Wheat   (33%), Corn (25%),   Oats   (4.5%), Rice (4.5%),   Wheat   Starch, Chicory Root Fibre, Sugar, Vegetable Oil, Salt, Cocoa, Flavours (  Wheat  ), Acidity Regulator (Trisodium Phosphate).       Vitamins and Minerals    Minerals (Calcium, Iron, Zinc), Vitamins (C, E, B6, Niacin, B1, B2, Folic Acid)              Contains Wheat, Gluten.        May Contain Rye, Barley, Milk, Soy, Tree Nuts."
Health Lab Low Sugar Mylk Chocolate Dipped Roasted Peanuts 150g,https://assets.woolworths.com.au/images/1005/292967.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Peanuts (75%), Mylk Chocolate 75% (Soluble Tapioca Fibre, Cocoa Butter, Cocoa Mass, Coconut Milk Powder, Monk Fruit, Natural Vanilla Flavour, Sunflower Lecithin).
*Contains Minimum 40% Cocoa Solids."
Ben's Original Chinese Style Rice 240g,https://assets.woolworths.com.au/images/1005/353145.jpg?impolicy=wowsmkqiema&w=260&h=260,"Steamed Barley 33%, Steamed Brown Rice 22%, Carrot 11%, Onion 7%, Sweetcorn 6%, Garlic 4%, Beans 4%,Peas 4%, Ginger 2.5%, VegetableSoybean Oil (Soy), Capsicum 2%, Mushroom Powder, Yeast Extract, Spices (Fennel, StarAnise, White Pepper, Cinnamon, Clove) 0.3%, Soy Sauce Powder (Soy, Wheat), Salt, Green Chilli 0.2%."
Mt Elephant Double Choc Superfood Cookie Mix 375g,https://assets.woolworths.com.au/images/1005/211628.jpg?impolicy=wowsmkqiema&w=260&h=260,"Gluten Free Flour Mix (42%), (Almond, (16%), Tapioca, Chickpea (12%)), Dark Chocolate (22%) (Cocoa Solids, Sugar, Soy Lecithin, Natural Flavours), Coconut Sugar, Desiccated Coconut, Hemp Seeds (4%), Cocoa Powder, Natural Vanilla Flavour, Cinnamon, Rice Starch, Baking Powder (450, 500), ^Dark Chocolate contains: Cocoa Solids 51% min"
Uncle Tobys Plus Iron Cereal 630g,https://assets.woolworths.com.au/images/1005/387015.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain    Wheat    (54%), Corn, Sugar, Cereal Nut Clusters (10%)    Wheat    Flour, Sugar, Glucose Syrup, Whole Grain    Wheat    (1%), Rolled    Oats    (0.8%), Vegetable Oil, Honey, Rice Flour,    Almonds   , Malt Extract (   Barley   ), Salt, Mineral Salt (Calcium Carbonate), Flavour,    Cashews    (8%),    Wheat    Starch, Salt, Glucose Syrup, Vegetable Oil, Flavours (   Milk   ).         Vitamins and Minerals    Minerals (Calcium, Iron, Zinc), Vitamins  (C, Niacin, B1, B2, B6, Folic Acid, E).                                               Contains Gluten, Wheat, Cashew, Almond, Milk.        May Contain Rye, Soy, Other Tree Nuts, Lupin."
180 Degrees Oat Crackers Hazelnut 150g,https://assets.woolworths.com.au/images/1005/289908.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Oats (41%), Hazelnut (20%), Butter Cream (from Milk), Tapioca Starch, Salt, Brown Sugar, Baking Powder Raising Agents (Baking Soda (E500), Cream of Tartar (E336i))."
Mckenzie's Whole Black Peppercorns Grinder 200g,https://assets.woolworths.com.au/images/1005/111298.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Black Peppercorns"
Ridiculously Delicious Original Crunch Bar 50g,https://assets.woolworths.com.au/images/1005/189035.jpg?impolicy=wowsmkqiema&w=260&h=260,"Peanut Blend (50%) (peanuts (35%), peanut butter (15%) (peanut, salt), rice syrup, dark chocolate (22%) (cocoa mass and cocoa butter (55%), sugar, emulsifier (soy lecithin), natural flavour), chia seeds (2%), salt."
Nice Rice Sushi Rice 1kg,https://assets.woolworths.com.au/images/1005/333889.jpg?impolicy=wowsmkqiema&w=260&h=260,"Premiun Short Grain Rice"
Ben's Original Mexican Style Rice 240g,https://assets.woolworths.com.au/images/1005/349196.jpg?impolicy=wowsmkqiema&w=260&h=260,"Steamed Barley 33%, Steamed Brown Rice 21%, Sweetcorn 8%, Capsicum 6%, Onion 6%, Tomatoes (fromPaste) 5%, Black Beans 5%, Garlic 4%, Red Kidney Beans 4%, Jalapeno 2.5%, VegetableSoybean Oil (Soy), Apple CiderVinegar, Mushroom Powder, Flavour, Yeast Extract, Lemon Juice Powder, Cumin 0.3%, Salt, Coriander 0.2%, Smoke Oil,Jalapeo Extract"
Allen's Anticol Throat Lozenge Vapour Action 10 Pack,https://assets.woolworths.com.au/images/1005/36833.jpg?impolicy=wowsmkqiema&w=260&h=260,"Each lozenge contains Active ingredients: MENTHOL 12mg, EUCALYPTUS OIL 3mg, SODIUM ASCORBATE 11.24mg (Equiv to Vitamin C 10mg). Also contains: Sugars. Vitamins can only be of assistance if the dietary vitamin intake is inadequate."
Adleys Honey Nothing But Honey 500g,https://assets.woolworths.com.au/images/1005/805353.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Australian Honey"
La Morena Refried Black Beans 440g,https://assets.woolworths.com.au/images/1005/769253.jpg?impolicy=wowsmkqiema&w=260&h=260,"Black Beans, Water, Soybean Oil, Onion, Iodized Salt"
Boodles Chocolate & Hazelnut 30g,https://assets.woolworths.com.au/images/1005/235575.jpg?impolicy=wowsmkqiema&w=260&h=260,"CHOCOLATE (SUGAR, COCOA SOLIDS (36%), COCONUT MILK POWDER, CHICORY ROOT , SUNFLOWER LECITHIN, NATURAL FLAVOUR), RICE COCOA CRISPS (RICE FLOUR, SUGAR, COCOA POWDER, SALT), SOY PROTEIN COCOA CRISPS (SOY PROTEIN ISOLATE, COCOA POWDER, TAPIOCA STARCH), BUCKWHEAT, QUINOA CRISPS (QUINOA FLOUR), HAZELNUTS (5%), COCOA BUTTER, NATURAL FLAVOUR"
Aunt Betty's Saucy Centres Banoffee Banana Caramel 100g X 2 Pack,https://assets.woolworths.com.au/images/1005/291064.jpg?impolicy=wowsmkqiema&w=260&h=260,"Invert Sugar Syrup, Wheat Flour, Water, Glucose Syrup, Sugar, Rice Bran Oil Spread [Rice Bran Oil, Salt, Emulsifiers ((471), Non Soy Lecithin (322)), Acidity Regulator (270)], Humectants (420, 422), Banana Puree (3.5%), Milk Solids, Sweetened Condensed Milk, Raising Agents (541, 500), Thickener (1442), Egg Powder, Golden Syrup, Natural Flavours, Firming Agent (509), Stabilisers (415, 452, 440), Preservatives (Alcohol, 200, 202), Salt, Cinnamon, Acidity Regulator (330), Natural Colour (150a)."
Hemp Organic Gold Seed Oil 250ml,https://assets.woolworths.com.au/images/1005/175645.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cold-Pressed Certified Organic Hemp Gold™ Seed Oil"
Splenda Stevia Low Calorie Sweetener Plant Based 80 Pack,https://assets.woolworths.com.au/images/1005/285847.jpg?impolicy=wowsmkqiema&w=260&h=260,"Erythritol, Stevia Sweetener (Steviol Glycosides)."
Bega Simply Nuts Crunchy Squeeze Bottle 450g,https://assets.woolworths.com.au/images/1005/322669.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Peanuts (99.5%), Salt."
Cobram Estate Lemongrass & Ginger Extra Virgin Olive Oil 250ml,https://assets.woolworths.com.au/images/1005/242323.jpg?impolicy=wowsmkqiema&w=260&h=260,"98% Australian Extra Virgin Olive Oil
2% Garlic and Rosemary Flavour"
Maharajah's Choice Rice Flakes 500g,https://assets.woolworths.com.au/images/1005/799787.jpg?impolicy=wowsmkqiema&w=260&h=260,"100% Rice Flakes"
Health Lab Low Sugar Mylk Chocolate Diamonds Peanut Butter 30g,https://assets.woolworths.com.au/images/1005/296338.jpg?impolicy=wowsmkqiema&w=260&h=260,"Mylk Chocolate (50%) (Tapioca Fibre, Cocoa Butter*, Coconut Milk Powder, Cocoa Mass*, Natural Vanilla Flavour, Sunflower Lecithin, Monk Fruit), Peanut Filling (50%) (Peanuts (80%), Tapioca Fibre, Cocoa Butter, Vegetable Fibre, Sea Salt, Natural Flavours, Monk Fruit, Rosemary Extract).
*Mylk chocolate contains minimum 40% Cocoa Solids."
I Am Grounded Caffeinated Energy Blueberry Macadamia & Coffee Fruit Bar 45g,https://assets.woolworths.com.au/images/1005/288916.jpg?impolicy=wowsmkqiema&w=260&h=260,"Almonds, Dates, Coffee Fruit Concentrate 9.5%, Chicory Root Fibre (Inulin), Macadamias 7%, Dried Blueberries 7% (Blueberries, Sucrose, Sunflower Oil), Blueberry Powder 1% (From 100% Blueberries), Emulsifier (Sunflower Lecithin), Natural Vanilla Flavour, Antioxidant (Vitamin E)."
"Carman's Grain Free Granola Raspberry, Blueberry & Cranberry 400g",https://assets.woolworths.com.au/images/1005/208879.jpg?impolicy=wowsmkqiema&w=260&h=260,"(Preservative free & Gluten free) Nuts 42% (Almonds, Hazelnuts, Brazil Nuts), Seeds 40% (Pepitas, Sunflower), Fruit (Cranberries 5% Cranberries, Apple Juice Concentrate, Sunflower Oil, Coconut, Freeze Dried Raspberries 1%, Freeze Dried Blueberries 1%), Golden Syrup, Coconut Oil, Natural Flavour, Sea Salt, Vitamin (Vitamin E)."
Earth's Bounty Vegetable Crisps 150g,https://assets.woolworths.com.au/images/1005/310652.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice Bran Oil, Carrot, Purple Sweet Potato, Sweet Potato, Squash, Taro, Green Bean, Maltose, Salt."
Woolworths Roast Nut Mix With Waffle Pretzels 750g,https://assets.woolworths.com.au/images/1005/164695.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roasted Nut Mix (50%) (Peanuts, Cashews, Almonds, Sunflower Oil), Waffle Pretzels (20%) (Wheat Flour, Malted Barley Flour, Salt, Soybean Oil), Coated Peanuts (8%) (Peanuts, Pea Flour, Soybean Oil, Chilli Powder, Salt, Sesame Seeds), Corn Crunch (8%) (Corn, Sunflower Oil), BBQ Rice Snack (7%) (Rice, Palm Oil (Antioxidant (319)), Sugar, Tapioca Starch, Soy Sauce (Wheat), Vegetable Powders (Garlic, Onion, Chilli), Seasoning (Soybean Oil), Salt, Natural Colour (Paprika Oleoresins), Yeast Extract, Maltodextrin), BBQ Soya Crisps (5%) (Wheat Starch, Sunflower Oil, Soybean, Sugar, Vegetable Powders (Garlic, Onion, Tomato), Salt, Maltodextrin, Barley Malt Extract, Soy Sauce Powder (Wheat), Yeast Extract, Chive, Spices, Whey Powder (Milk), Natural Flavour, Acidity Regulator (Citric Acid)), Sunflower Oil, BBQ Seasoning (Vegetable Powders (Onion, Garlic), Smoke Flavour, Food Acid (Citric Acid), Natural Colours (Caramel I, Paprika Oleoresins)), Natural Colour (Paprika Oleoresins), Sunflower Oil"
Macro Natural Pine Nuts 150g,https://assets.woolworths.com.au/images/1005/91124.jpg?impolicy=wowsmkqiema&w=260&h=260,"Pine Nuts"
Galaxy Chocolate 42g,https://assets.woolworths.com.au/images/1005/777287.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Cocoa Butter, Skimmed Milk Powder, Cocoa Mass, Milk Fat, Lactose, Whey Powder (From Milk), Palm Fat. Emulsifier (Soya Lecithin), Natural Vanilla Extract. Milk Chocolate Contains Milk Solids 14% Minimum And Cocoa Solids 25% Minimum."
Wang Lao Ji 310ml X6 Pack,https://assets.woolworths.com.au/images/1005/117521.jpg?impolicy=wowsmkqiema&w=260&h=260,"Water, Sugar, Herbal concentrate (Mesona Chinensis Benth.,Plumeria Rubra, Microcos Paniculata, Chrysanthemum,
Lonicera Japonica Thunb., Prunella Vulgaris,Glycyrrhiza)"
Fix And Fogg Peanut Butter Super Crunchy 375g,https://assets.woolworths.com.au/images/1005/498473.jpg?impolicy=wowsmkqiema&w=260&h=260,"Hi-oleic peanuts (99.5%), New Zealand sea salt."
Mt Elephant Choc Chunk Wholefood Blondie Mix 350g,https://assets.woolworths.com.au/images/1005/212382.jpg?impolicy=wowsmkqiema&w=260&h=260,"Gluten Free Flour Mix (59%) (Almond Flour (24%), Tapioca, Chickpea, Brown Rice), Coconut Sugar, Dark Chocolate Chips (15%) (Cocoa Solids, Sugar, Emulsifier (Soy Lecithin), Natural Flavours), Hemp Seeds, Natural Vanilla Flavour, Rice Starch, Baking Powder (450, 500). 
Dark Chocolate Contains - Cocoa Solids 51% min."
Mary's Gone Super Seed Crackers Classic 156g,https://assets.woolworths.com.au/images/1005/783514.jpg?impolicy=wowsmkqiema&w=260&h=260,"Brown rice, quinoa, seeds (42% - including pumpkin seeds, sesame seeds, and poppy seeds), sea salt, seaweed, black pepper, spices."
Ridiculously Delicious Cherry Coconut Bar 50g,https://assets.woolworths.com.au/images/1005/291052.jpg?impolicy=wowsmkqiema&w=260&h=260,"Peanut blend  (40%) [peanuts (24%), peanut butter (16%) (peanuts, salt)], rice syrup, dark chocolate (22%) [cocoa mass and cocoa butter (55%), sugar, emulsifier (soy lecithin), natural flavour], glace cherries (8%) [cherries, glucose syrup, sugar, fruit juice concentrate, food acid (330), preservative (211)], cherry pieces (4%) (cherry puree, wheat fibre), coconut (2%), natural flavours, salt."
Macy And Tailor Plantain Chips Chilli Lime 85g,https://assets.woolworths.com.au/images/1005/307932.jpg?impolicy=wowsmkqiema&w=260&h=260,"Plantain (62%), Sunflower Oil, Chilli Lime Seasoning (2%) [Salt Chilli, Acidity Regulator (330), Sugar, Mixed Spices], Sea Salt"
Nescafe Farmers Origins Africas Nespresso Approved Coffee Pods 10 Pack,https://assets.woolworths.com.au/images/1005/151200.jpg?impolicy=wowsmkqiema&w=260&h=260,"Roast & Ground Coffee"
Tipiak Mediterranean Grains Turmeric & Herbs 145g,https://assets.woolworths.com.au/images/1005/320999.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
Beerenberg Pumpkin & Chickpea Curry 240ml,https://assets.woolworths.com.au/images/1005/225455.jpg?impolicy=wowsmkqiema&w=260&h=260,"Tomato, Onion, Vinegar, Canola Oil, Herbs and Spices, Raw Sugar, Lemongrass, Cornflour, Sea Salt, Lemon, Chilli, Garlic, Yeast Extract, Natural Flavour."
Green's Gluten Free Salted Caramel Choc Fudge Brownie Mix 400g,https://assets.woolworths.com.au/images/1005/280153.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, tapioca starch, rice flour, maize flour, cocoa (2.7%), vegetable oil (canola), salt, natural caramel flavour (contains milk)."
Lindt Lindor Champagne Gala Box 433g,https://assets.woolworths.com.au/images/1005/102204.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, vegetable fats, cocoa butter, cocoa mass, whole milk powder, lactose, skim milk powder, milk fat, emulsifier (soy lecithin), pistachio paste, barley malt extract, flavourings, natural flavourings, caramel powder (sweet whey, butter, maltodextrin, sugar, skim milk powder, natural vanilla flavouring), emulsifier (soy lecithin)."
Earth's Bounty Chilli Rice Nibbles 150g,https://assets.woolworths.com.au/images/1005/309998.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice Powder, Corn Oil, Soy Sauce (Soy, Wheat, Salt), Sugar, Tapioca Starch, Salt,
Colouring E160c, Chilli, Liquorice, Maltodextrin, Colourings E150a."
Health Lab Low Sugar Mylk Chocolate Diamonds Hazelnut 150g,https://assets.woolworths.com.au/images/1005/299280.jpg?impolicy=wowsmkqiema&w=260&h=260,"Mylk Chocolate (50%) (Tapioca Fibre, Cocoa Butter*, Coconut Milk Powder, Cocoa Mass*, Natural Vanilla Flavour, Sunflower Lecithin, Monk Fruit), Hazelnut Filling (50%) (Hazelnuts (65%), Tapioca Fibre, Cocoa Butter, Vegetable Fibre, Sea Salt, Natural Flavours, Monk Fruit, Rosemary Extract).
*Mylk chocolate contains minimum 40% Cocoa Solids."
Green's 40% Less Sugar Chocolate Brownies 400g,https://assets.woolworths.com.au/images/1005/143232.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Wheat Flour, Maltodextrin, Cocoa Powder (10%), Polydextrose, Vegetable Oil (Canola), Tapioca Starch, Salt, Raising Agents (450, Sodium Bicarbonate), Natural Flavour, Acidity Regulator (501)"
Coco Earth Rogan Josh With Basmati Rice 400g,https://assets.woolworths.com.au/images/1005/95464.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cooked Rogan Josh Curry Pouch: Water, Plant-Based Protein (25 %) (Soy, Almond Meal), Onion, Tomato, Coco Earth™ Rogan Josh Spice Mix (4%), Refined Sunflower Oil, Coconut Desiccated, Garlic, Ginger, Yoghurt Powder, Sugar Brown, Corn Starch, White Vinegar, Salt, Almond Meal, Food Stabilizer (E 415), Paprika Oleoresin, Cooked Rice Pouch: Cooked Basmati Rice (99%), Refined Sunflower Oil, Salt, Vinegar, Green Cardamom, Cinnamon"
Green Leaf Plain Fava Beans Medammas 400g,https://assets.woolworths.com.au/images/1005/819608.jpg?impolicy=wowsmkqiema&w=260&h=260,"Premium Fava Beans, Water, Salt, Acidity Regulator: Citric Acid (E330), Calcium Disodium EDTA (E385)"
Jordans Granola Low Sugar Cherry Almond 500g,https://assets.woolworths.com.au/images/1005/810344.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Oat Flakes (55%), Barley Flakes (19%), Chicory Root Fibre (11%), Sliced & Whole Almonds (6%), Sunflower Oil, Freeze Dried Sliced Cherries (2%), Desiccated Coconut, Sunflower Seeds, Natural Flavouring."
Lucky Oven Roasted Almonds 300g,https://assets.woolworths.com.au/images/1005/247445.jpg?impolicy=wowsmkqiema&w=260&h=260,"Almonds"
Maggi Bowl Meals Smoky Bbq Bowl 150g,https://assets.woolworths.com.au/images/1005/282622.jpg?impolicy=wowsmkqiema&w=260&h=260,"Our Ingredients:      Quick Marinade: Water, Sugar, Vinegar, Vegetable Oil, Onion, Corn Seasoning,  Soy  Sauce ( Soy, Wheat ), Spices (Smoked Paprika (2%), White Pepper), Corn Starch, Smoked Salt (2%), Tomato (2%), Salt, Garlic (1%), Burnt Sugar.      Drizzle: Water, Sugar, Vinegar, Vegetable Oil, Corn Seasoning, Spices (Smoked Paprika (3%),White Pepper, Chilli), Garlic (3%), Corn Starch, Tomato (2%), Salt.       Contains Gluten, Wheat, Soy.        May Contain Milk, Fish, Mustard, Sesame."
Nuh'un Capellini Tel Sehriye Pasta 500g,https://assets.woolworths.com.au/images/1005/479230.jpg?impolicy=wowsmkqiema&w=260&h=260,"Durum Wheat Semolina."
Orgran Gluten Free Pasta Garden Veggie Penne 300g,https://assets.woolworths.com.au/images/1005/218605.jpg?impolicy=wowsmkqiema&w=260&h=260,"Corn Flour (52%), Rice Flour, Sweet Potato Flour ( 2.5%), Kale Powder (2.5%), Natural Colour (Beta-Ca rotenes)."
I Am Grounded Caffeinated Energy Cocoa Almond & Coffee Fruit Bar 45g,https://assets.woolworths.com.au/images/1005/289212.jpg?impolicy=wowsmkqiema&w=260&h=260,"Almonds 25%, Cashews, Coffee Fruit Concentrate 15%, Dates, Cocoa Powder 10%, Chicory Root Fibre (Inulin), Carob Powder, Dark Chocolate Chips 3% (Soy), Emulsifier (Sunflower Lecithin), Sea Salt, Natural Vanilla Flavour, Antioxidant (Vitamin E)."
Carman's Aussie Oat Clusters Berry Crunch 450g,https://assets.woolworths.com.au/images/1005/385531.jpg?impolicy=wowsmkqiema&w=260&h=260,"Whole Grain Oats 58%, Golden Syrup, Glucose, Puffed Rice (Rice Flour, Rice Bran), Raw Sugar, Blackcurrant Rice Flakes, Mixed Berry Pieces 3.5% (Strawberry 24%, Blackcurrant Juice 10%, Raspberry Puree 4%, Blueberry Puree 4%), Sunflower Oil, Natural Flavour, Sea Salt, Vitamin (Vitamin E)."
St Clair Artisan Crackers Wholemeal 100g,https://assets.woolworths.com.au/images/1005/226149.jpg?impolicy=wowsmkqiema&w=260&h=260,"Wheat Flour, Wholegrain Wheat Flour (34.5%) (Wholegrain Wheat Flour, Thiamine Mononitrate, Folic Acid), Butter (12.5%) (Cream (Milk), Salt), Skim Milk Powder, Canola Oil, Sugar, Salt."
Dilmah Premium Ceylon Black Tea 80 Pack,https://assets.woolworths.com.au/images/1005/296337.jpg?impolicy=wowsmkqiema&w=260&h=260,"Product of Sri Lanka. Ceylon black tea, no additives. All natural."
Haldiram's Gulab Jamun 1kg,https://assets.woolworths.com.au/images/1005/754098.jpg?impolicy=wowsmkqiema&w=260&h=260,"Refined Sugar, Water, Milk Solids (10%), Refined Palmolein Oil, Refined Wheat Flour, Semolina & Cardamom"
Macro Dried Mixed Fruit 1kg,https://assets.woolworths.com.au/images/1005/89724.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sultanas (Sultanas, Vegetable Oils (Sunflower, Cottonseed, Canola)), Currants (Currants, Canola Oil), Apricot (10%) (Apricot, Rice Flour), Cranberries (5%) (Cranberries, Sugar, Sunflower Oil), Percentages may vary due to processing variability"
Nice Rice Medium Grain  Rice 1kg,https://assets.woolworths.com.au/images/1005/334524.jpg?impolicy=wowsmkqiema&w=260&h=260,"Medium Grain White Rice"
Pablo & Rusty Specialty Coffee Concentrate Porter St 500ml,https://assets.woolworths.com.au/images/1005/296722.jpg?impolicy=wowsmkqiema&w=260&h=260,"Filtered water
Specialty grade arabica coffee
Preservative 234"
Green Leaf Mixed Rice Crackers 350g,https://assets.woolworths.com.au/images/1005/82289.jpg?impolicy=wowsmkqiema&w=260&h=260,"Rice, Soy Sauce (Soy Bean, Wheat, Salt, Water), Sugar, High Malt Sugar Paste, Starch, Maltodextrin, Food Colours (E102, E110, E122, E124, E133, E150)"
Al Wadi Hummus Chickpea Dip 400g,https://assets.woolworths.com.au/images/1005/194334.jpg?impolicy=wowsmkqiema&w=260&h=260,"Cooked chickpeas (50%), water, sesame paste (8.7%), salt, acidity regulator (330), sugar, garlic. Contains sesame."
Cadbury Dream White Christmas Chocolate Block 170g,https://assets.woolworths.com.au/images/1005/237601.jpg?impolicy=wowsmkqiema&w=260&h=260,"Sugar, Milk Solids, Cocoa Butter, Emulsifiers (Soy Lecithin, 467), Flavours."
Gerard Family Foods Organic Agave Sweetener 500g,https://assets.woolworths.com.au/images/1005/291075.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
Green Leaf Pickled Cucumber 1kg,https://assets.woolworths.com.au/images/1005/819391.jpg?impolicy=wowsmkqiema&w=260&h=260,"Ingredients Not Found"
